-ί|n15907
μελίζω|n20653
μελίθρεπτος|n20655
μελίκηρον|n20656
μελίκομπος|n20657
μελίκρητον|n20658
μελίλωτον|n20660
μελίνη|n20661
μελίπαις|n20664
μελίπνους|n20666
μελίρρυτος|n20667
μελίσκιον|n20668
μελίσσειος|n20672
μελίστακτος|n20680
μελίτεια|n20681
μελίτειον|n20682
μελίττιον|n20688
μελίτωμα|n20691
μελίφθογγος|n20692
μελίφρων|n20693
μελίχλωρος|n20694
μελίχρους|n20696
μελίχρως|n20698
μελαίνω|n20585
μελαγκόρυφος|n20572
μελαγχίτων|n20576
μελαγχαίτης|n20574
μελαγχολάω|n20578
μελαγχολικός|n20579
μελαγχροιής|n20581
μελαμβαθής|n20586
μελαμπέταλος|n20590
μελαμπαγής|n20588
μελαμφαής|n20592
μελανέω|n20599
μελανία|n20600
μελαναυγής|n20595
μελανδόκος|n20597
μελανείμων|n20598
μελανοκάρδιος|n20601
μελανονεκυοείμων|n20603
μελανοπτέρυξ|n20605
μελαντειχής|n20612
μελαντηρία|n20614
μελαντραγής|n20615
μελανόμματος|n20602
μελανόπτερος|n20604
μελανόχρους|n20609
μελανόχρως|n20610
μελεδήμων|n20623
μελεδαίνω|n20621
μελεδωνεύς|n20624
μελεδωνός|n20626
μελεδών|n20627
μελεδώνη|n20625
μελειστί|n20628
μελεοπαθής|n20629
μελεσίπτερος|n20634
μελετάω|n20635
μελετηρός|n20638
μελετητέος|n20639
μελετητήριον|n20640
μελεόπονος|n20630
μελεόφρων|n20632
μεληδών|n20642
μελησίμβροτος|n20644
μελητέος|n20645
μελητίδης|n20646
μελιηδής|n20654
μελικτής|n20659
μελινοφάγοι|n20663
μελισμάτιον|n20670
μελισσονόμος|n20674
μελισσοπόνος|n20675
μελισσοσόος|n20676
μελισσοτρόφος|n20678
μελισσόβοτος|n20673
μελισσότοκος|n20677
μελισταγής|n20679
μελιτοπώλης|n20685
μελιτοῦττα|n20686
μελιττουργός|n20689
μελιτόεις|n20683
μελιτόομαι|n20684
μελιτώδης|n20690
μελιχρός|n20695
μελιχρώδης|n20697
μελλείρην|n20699
μελλητέος|n20702
μελλητής|n20703
μελλονικιάω|n20705
μελλόγαμος|n20704
μελλόνυμφος|n20706
μελογράφος|n20709
μελογραφία|n20708
μελοποιέω|n20710
μελοποιία|n20712
μελοποιητής|n20711
μελοποιός|n20713
μελοτυπέω|n20715
μελπομένη|n20717
μελύδριον|n20719
μελῳδέω|n20720
μελῳδία|n20721
μελῳδός|n20722
μεμβράνα|n20725
μεμβράς|n20726
μεμελημένως|n20727
μεμετρημένως|n20728
μεμηχανημένως|n20729
μεμνόνειον|n20730
μεμνόνειος|n20731
μεμπτός|n20734
μεμψίμοιρος|n20737
μεμψιμοιρέω|n20736
μενέγχης|n20741
μενέλαος|n20743
μεναίχμης|n20739
μενεαίνω|n20740
μενεδήιος|n20742
μενεπτόλεμος|n20744
μενεσθεύς|n20745
μενετέος|n20746
μενετός|n20747
μενεφύλοπις|n20748
μενεχάρμης|n20749
μενοεικής|n20750
μενοινάω|n20751
μενοινή|n20752
μεντορουργής|n20756
μερίζω|n20759
μερίμνημα|n20762
μερίς|n20767
μερίτης|n20770
μεριδάρπαξ|n20758
μεριμνάω|n20761
μεριμνητής|n20763
μεριμνοτόκος|n20764
μεριμνοφροντιστής|n20765
μερισμός|n20766
μεριστής|n20768
μεριστός|n20769
μερμηρίζω|n20773
μεσάγκυλον|n20778
μεσήεις|n20787
μεσήρης|n20794
μεσίδιος|n20795
μεσίτης|n20798
μεσαιπόλιος|n20779
μεσεγγυάω|n20783
μεσεγγύημα|n20784
μεσεύω|n20785
μεσηγύ|n20786
μεσημέριος|n20793
μεσημβρία|n20789
μεσημβρίζω|n20791
μεσημβριάζω|n20788
μεσημβριάω|n20790
μεσημβρινός|n20792
μεσιτεία|n20796
μεσιτεύω|n20797
μεσοβασιλεία|n20799
μεσοβασιλεύς|n20800
μεσολαβής|n20805
μεσονύκτιος|n20808
μεσοπαγής|n20809
μεσοπορέω|n20811
μεσοποτάμιος|n20813
μεσοπόλιος|n20810
μεσοπόρος|n20812
μεσοσχιδής|n20815
μεσοτομέω|n20818
μεσουράνημα|n20820
μεσουράνησις|n20821
μεσσόθεν|n20824
μεσσόθι|n20825
μεστός|n20826
μεστόω|n20827
μεσόγαιος|n20801
μεσόγεως|n20802
μεσόγραφος|n20803
μεσόδμη|n20804
μεσόλευκος|n20806
μεσόμφαλος|n20807
μεσότης|n20816
μεσότοιχον|n20817
μεσότομος|n20819
μεσόω|n20822
μετά|n20932
μετάβασις|n20829
μετάβουλος|n20835
μετάγγελος|n20836
μετάγνοια|n20839
μετάγνωσις|n20840
μετάγω|n20842
μετάδοσις|n20853
μετάδουπος|n20855
μετάδρομος|n20858
μετάθεσις|n20861
μετάκοινος|n20880
μετάληψις|n20887
μετάλλαξις|n20890
μετάλλατος|n20892
μετάμελος|n20906
μετάνοια|n20925
μετάπεμπτος|n20937
μετάπρασις|n20945
μετάπτωσις|n20948
μετάρσιος|n20956
μετάστασις|n20961
μετάσχεσις|n20972
μετάτροπος|n20982
μετάφημι|n20989
μετάφρασις|n20993
μετάφρενον|n20994
μετάχρονος|n20998
μετέμφυτος|n21011
μετέπειτα|n21018
μετέρχομαι|n21019
μετέχω|n21021
μετέωρος|n21030
μετήορος|n21033
μετίσχω|n21034
μεταίζω|n20863
μεταίρω|n20864
μεταίσσω|n20865
μεταίτης|n20867
μεταίτιος|n20868
μεταίχμιος|n20869
μεταβάλλω|n20934
μεταβάπτω|n20935
μεταβαίνω|n20933
μεταβιβάζω|n20830
μεταβλητέος|n20831
μεταβλητικός|n20832
μεταβολή|n20833
μεταβουλεύω|n20834
μεταγειτνιών|n20837
μεταγιγνώσκω|n20838
μεταγράφω|n20841
μεταδήμιος|n20845
μεταδίδωμι|n20847
μεταδίωκτος|n20848
μεταδαίνυμαι|n20843
μεταδετέος|n20844
μεταδιαιτάω|n20846
μεταδιώκω|n20849
μεταδοκέω|n20850
μεταδοξάζω|n20851
μεταδοτέος|n20854
μεταδρομάδην|n20856
μεταδρομή|n20857
μεταδόρπιος|n20852
μεταζεύγνυμι|n20860
μεταθέω|n20862
μεταιτέω|n20866
μετακαθέζομαι|n20870
μετακαινίζω|n20871
μετακαλέω|n20872
μετακιάθω|n20873
μετακινέω|n20874
μετακινητέος|n20875
μετακινητός|n20876
μετακλίνομαι|n20878
μετακλαίω|n20877
μετακοιμίζομαι|n20879
μετακομίζω|n20881
μετακυλινδέω|n20882
μετακύμιος|n20883
μεταλήγω|n20886
μεταλαγχάνω|n20884
μεταλαμβάνω|n20885
μεταλλάσσω|n20891
μεταλλάω|n20893
μεταλλαγή|n20888
μεταλλακτός|n20889
μεταλλεία|n20894
μεταλλευτής|n20895
μεταλλευτικός|n20896
μεταλλεύω|n20897
μεταλλικός|n20898
μεταμέλει|n20903
μεταμέλεια|n20904
μεταμέλπομαι|n20907
μεταμίγνυμι|n20908
μεταμίσγω|n20909
μεταμαίομαι|n20900
μεταμανθάνω|n20901
μεταμείβω|n20902
μεταμελητικός|n20905
μεταμορφόω|n20910
μεταμπέχομαι|n20912
μεταμφιάζω|n20913
μεταμόρφωσις|n20911
μεταμώνιος|n20914
μετανάστασις|n20918
μετανάστης|n20919
μετανάστιος|n20920
μετανάστρια|n20921
μετανίσσομαι|n20922
μετανίστημι|n20923
μεταναγιγνώσκομαι|n20915
μεταναιέτης|n20917
μεταναιετάω|n20916
μετανοέω|n20924
μεταντλέω|n20926
μεταξύ|n20927
μεταπέμπω|n20938
μεταπέταμαι|n20939
μεταπίπτω|n20941
μεταπαιδεύω|n20928
μεταπαυσωλή|n20930
μεταπαύομαι|n20929
μεταπείθω|n20931
μεταπεμπτέος|n20936
μεταπηδάω|n20940
μεταπλάσσω|n20942
μεταποιέω|n20943
μεταπορεύομαι|n20944
μεταπρέπω|n20947
μεταπρεπής|n20946
μεταπύργιον|n20949
μεταρίθμιος|n20950
μεταρρέω|n20951
μεταρρίπτω|n20952
μεταρρυθμίζω|n20953
μεταρσιολεσχία|n20954
μεταρσιόομαι|n20955
μετασεύομαι|n20957
μετασκευάζω|n20958
μετασπάω|n20959
μεταστέλλομαι|n20964
μεταστένω|n20965
μεταστατέος|n20962
μεταστείχω|n20963
μεταστοιχεί|n20966
μεταστοναχίζω|n20967
μεταστρέφω|n20970
μεταστρατοπεδεύω|n20968
μεταστρεπτικός|n20969
μεταστροφή|n20971
μετασχηματίζω|n20973
μετατάσσω|n20974
μετατίθημι|n20975
μετατίκτω|n20976
μετατρέπομαι|n20977
μετατρέχω|n20978
μετατροπή|n20980
μετατροπία|n20981
μετατροπαλίζομαι|n20979
μεταυγάζω|n20983
μεταυδάω|n20984
μεταυτίκα|n20987
μεταφέρω|n20988
μεταφορέω|n20990
μεταφορικός|n20991
μεταφράζω|n20992
μεταφωνέω|n20995
μεταχειρίζω|n20996
μεταχρόνιος|n20997
μεταχωρέω|n20999
μεταψαίρω|n21000
μεταῦθις|n20985
μετεγγράφω|n21001
μετεκβαίνω|n21005
μετεκδίδωμι|n21006
μετεκδύομαι|n21007
μετελευστέος|n21008
μετεμβαίνω|n21009
μετεμβιβάζω|n21010
μετενδύω|n21012
μετεννέπω|n21013
μετεντίθημι|n21014
μετεξέτεροι|n21017
μετεξαιρέομαι|n21015
μετεξανίσταμαι|n21016
μετεωρίζω|n21022
μετεωροκοπέω|n21023
μετεωρολέσχης|n21024
μετεωρολογέω|n21025
μετεωρολογία|n21026
μετεωρολόγος|n21027
μετεωροσκόπος|n21028
μετεωροσοφιστής|n21029
μετεωροφέναξ|n21031
μετεύχομαι|n21020
μετεῖπον|n21004
μετηνέμιος|n21032
μετοίκιον|n21040
μετοίχομαι|n21046
μετοικέω|n21036
μετοικία|n21037
μετοικίζω|n21038
μετοικεσία|n21035
μετοικικός|n21039
μετοικισμός|n21041
μετοικιστής|n21042
μετοικοδομέω|n21043
μετοικοφύλαξ|n21045
μετοκλάζω|n21047
μετονομάζω|n21048
μετοπωρινός|n21051
μετουσία|n21054
μετοχή|n21055
μετοχλίζω|n21056
μετρέω|n21058
μετρητέος|n21061
μετρητής|n21062
μετρητικός|n21063
μετρητός|n21064
μετριάζω|n21065
μετρικός|n21066
μετριοπαθέω|n21067
μετριοπαθής|n21068
μετριοπότης|n21069
μετριότης|n21071
μετωπίδιος|n21074
μετωπηδόν|n21073
μετόπιν|n21049
μετόπισθε|n21050
μετόπωρον|n21052
μετόρχιον|n21053
μετώπιον|n21075
μεῖον1|n20555
μεῖον|n20555
μεῖραξ|n20565
μεῖστος|n20567
μηδέ|n21089
μηδέποτε|n21090
μηδέπω|n21091
μηδέτερος|n21094
μηδίζω|n21096
μηδίς|n21099
μηδαμοῖ|n21083
μηδαμοῦ|n21086
μηδαμόθεν|n21081
μηδαμόθι|n21082
μηδαμός|n21085
μηδαμόσε|n21084
μηδαμῆ|n21080
μηδαμῶς|n21087
μηδείς|n21088
μηδεπώποτε|n21092
μηδεσικάστη|n21093
μηδετέρωσε|n21095
μηδικός|n21097
μηδισμός|n21098
μηδοκτόνος|n21100
μηδοπότερος|n21102
μηδοσύνη|n21106
μηδοφόνος|n21107
μηκάομαι|n21108
μηκάς|n21110
μηκέτι|n21112
μηκασμός|n21109
μηκεδανός|n21111
μηκύνω|n21116
μηλέα|n21118
μηλίς1|@
μηλίς|@
μηλιάδες|n21121
μηλιεύς|n21122
μηλοβοτήρ|n21126
μηλοβότης|n21127
μηλοδόκος|n21129
μηλοθύτης|n21130
μηλολόνθη|n21131
μηλονόμης|n21134
μηλονόμος|n21135
μηλοπάρῃος|n21136
μηλοσκόπος|n21137
μηλοσσόος|n21139
μηλοσφαγέω|n21140
μηλοτρόφος|n21141
μηλοφορέω|n21144
μηλοφόνος|n21143
μηλοφόρος|n21145
μηλοφύλαξ|n21146
μηλοῦχος|n21142
μηλόβοτος|n21128
μηλόσπορος|n21138
μηνάς|n21150
μηνίσκος|n21155
μηνίω|n21157
μηνιαῖος|n21152
μηνιθμός|n21153
μηνοειδής|n21158
μηνυτήρ|n21160
μηνυτής|n21161
μηνύτωρ|n21163
μηνύω|n21164
μηρία|n21177
μηριαῖος|n21176
μηροτραφής|n21180
μηροτυπής|n21181
μηρός|n21179
μηρύομαι|n21182
μητίετα|n21187
μητίομαι|n21189
μητιάω|n21186
μητιόεις|n21188
μητράδελφος|n21194
μητρίς|n21199
μητραγύρτης|n21193
μητραλοίης|n21195
μητριάς|n21197
μητρικός|n21198
μητροήθης|n21201
μητροκασιγνήτη|n21203
μητροκτονέω|n21204
μητροκτόνος|n21205
μητρομάτωρ|n21206
μητροπάτωρ|n21207
μητροπόλος|n21209
μητροφθόρος|n21211
μητροφόνος|n21212
μητροφόντης|n21213
μητρυιά|n21214
μητρόδοκος|n21200
μητρόθεν|n21202
μητρόπολις|n21208
μητρόρριπτος|n21210
μητρῷος|n21215
μηχάνημα|n21218
μηχανάομαι|n21217
μηχανή|n21219
μηχανητέος|n21220
μηχανητικός|n21221
μηχανικός|n21222
μηχανιώτης|n21223
μηχανοδίφης|n21224
μηχανοποιός|n21226
μηχανορράφος|n21228
μηχανορραφέω|n21227
μηχανουργός|n21229
μηχανοφόρος|n21230
μηχανόεις|n21225
μιάστωρ|n21241
μιαίνω|n21233
μιαιφονέω|n21234
μιαιφονία|n21235
μιαιφόνος|n21236
